Project_ID,Project_counties,Is_TIA_project,Project_description,Last_refresh,Project_URL
721010-,Fulton,No,SR 9 From SR 120 To Chattahoochee River In Roswell,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=721010-
721770-,"Douglas , Fulton",No,SR 166 From Old Lower River Road/Douglas To SR 70/Fulton,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=721770-
742870-,"Clayton , Fayette",No,Mcdonough Road From SR 54/Fayette To SR 3/US 19/Clayton,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=742870-
M004944,Fulton,No,SR 70 From Douglas County Line To SR 154,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004944
M005062,Henry,No,SR 81 From SR 3 To SR 20,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M005062
751230-,DeKalb,No,Redan RD From E/I-285 E To Hairston| From N Redan Cir To Panola,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=751230-
751420-,Fulton,No,Johnson Ferry From Ferry Dr To Hunting Crk RD;Inc Roundabouts,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=751420-
751850-,"Clayton , Fayette",No,SR 314 From SR 279/Fayette To CR 1346/Creel Dr/Clayton,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=751850-
751910-,Fulton,No,CS 6340/Powers Ferry Road @ Nancy Creek N Of SR 9,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=751910-
752180-,Clayton,No,CR 171/Conley Road From I-285 To SR 54/Jonesboro Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=752180-
M004957,Fulton,No,SR 14 Alt/SR 154 From SR 14 To SR 70,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M004957
752210-,Rockdale,No,Sigman Road From Dogwood Road Ext To SR 20/138,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=752210-
770266-,Cobb,No,CS 2446/Hopkins RD @ Wild Horse Creek In Powder Springs,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=770266-
770271-,Fulton,No,CR 485/Demooney Road @ Deep Creek NW Of Fairburn,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=770271-
M006381,"Clayton , Fulton",No,I-75 From Cw Grant Pkwy/Clayton To NS #926230L/Fulton,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006381
M006181,Gwinnett,No,SR 20 From CS 1227/S Lee Street To CR 105/Laurel Drive,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006181
M006291,Clayton,No,SR 3 Conn From SR 3 To N Of CR 392/Upper Riverdale Road,1741085725000,https://www.dot.ga.gov/applications/geopi/Pages/Dashboard.aspx?ProjectId=M006291
